CustomerID;Title;FirstName;MiddleName;LastName;City;StateProvinceName;CountryRegionName;BirthDate;Education;Occupation;Gender;MaritalStatus;HomeOwnerFlag;NumberCarsOwned;NumberChildrenAtHome;TotalChildren;YearlyIncome;LastUpdated;BikeBuyer;AvgMonthSpend;BikeBuyerText
26799;NULL;Ryan;G;Russell;Coronado;California;United States;19/09/1996;Partial College;Clerical;0;M;0;1;0;0;87504;6/03/2017;0;49.72;NO
15726;NULL;Faith;F;Barnes;Hervey Bay;Queensland;Australia;27/02/1993;Bachelors;Skilled Manual;1;M;0;0;0;0;55461;6/03/2017;1;48.76;YES
15473;NULL;Abigail;NULL;Jenkins;Coronado;California;United States;15/04/1989;Bachelors;Professional;1;S;1;2;0;0;137464;6/03/2017;1;52.03;YES
28685;NULL;Marshall;J;Zhu;Drancy;Seine Saint Denis;France;16/03/1990;High School;Clerical;0;M;1;2;0;1;87676;6/03/2017;1;49.89;YES
12302;NULL;Kevin;NULL;Coleman;Frankfurt;Hessen;Germany;2/03/1966;Bachelors;Management;0;M;1;3;0;2;104187;6/03/2017;1;51.15;YES
23523;NULL;Steve;V;Liu;Findon;South Australia;Australia;19/08/1983;Bachelors;Clerical;0;S;0;1;0;0;78222;6/03/2017;1;53.53;YES
18713;NULL;Rosa;NULL;Yang;Newcastle;New South Wales;Australia;15/11/1986;Graduate Degree;Clerical;1;M;1;2;0;1;77383;6/03/2017;0;50.59;NO
24082;NULL;Regina;A;Rodriguez;Morangis;Essonne;France;13/12/1984;High School;Skilled Manual;1;M;1;1;2;2;60700;6/03/2017;1;49.29;YES
27886;NULL;Denise;P;Gonzalez;Pantin;Seine Saint Denis;France;24/09/1980;High School;Manual;1;S;0;0;0;0;30913;6/03/2017;0;49;NO
21711;NULL;Hailey;J;Gray;West Covina;California;United States;11/11/1978;Partial College;Clerical;1;S;1;2;0;0;86952;6/03/2017;1;54.71;YES
22366;NULL;Logan;C;Henderson;Sooke;British Columbia;Canada;16/07/1978;Graduate Degree;Skilled Manual;0;M;1;2;1;2;58567;6/03/2017;1;55.64;YES
15010;NULL;Cory;J;Suri;Berkeley;California;United States;12/09/1997;Partial College;Clerical;0;M;0;0;0;0;77478;6/03/2017;0;50.55;NO
22296;NULL;Benjamin;M;Johnson;Lemon Grove;California;United States;23/03/1988;Bachelors;Clerical;0;M;1;2;0;1;78406;6/03/2017;0;50.16;NO
23237;NULL;Caleb;C;Young;Kassel;Hessen;Germany;27/12/1990;Partial College;Clerical;0;S;0;1;0;0;85318;6/03/2017;0;51.02;NO
13832;NULL;Priscilla;R;Raji;Courbevoie;Hauts de Seine;France;27/04/1996;High School;Skilled Manual;1;S;0;0;0;0;52928;6/03/2017;1;52.17;YES
26026;NULL;Cindy;E;Srini;Townsville;Queensland;Australia;14/05/1987;Bachelors;Clerical;1;S;0;2;0;0;79224;6/03/2017;1;52.31;YES
17813;NULL;Jay;K;Nicholls;Woolston;England;United Kingdom;3/07/1983;Partial College;Manual;0;M;0;0;0;1;33076;6/03/2017;1;53.13;YES
26369;NULL;Kate;J;Nath;S?®vres;Hauts de Seine;France;24/09/1985;High School;Skilled Manual;1;M;1;1;0;2;56641;6/03/2017;0;48.89;NO
18824;NULL;Elijah;L;Collins;La Jolla;California;United States;24/08/1982;High School;Manual;0;M;1;0;0;1;27203;6/03/2017;0;52.46;NO
21064;NULL;Colleen;C;Sun;Saint Ouen;Somme;France;20/11/1986;High School;Clerical;1;S;0;3;0;0;77098;6/03/2017;0;50.21;NO
28532;NULL;Tony;R;Xie;Paris;Seine (Paris);France;6/12/1988;Bachelors;Management;0;M;1;3;2;2;103200;6/03/2017;1;53.97;YES
16183;NULL;Tanya;NULL;Carlson;St. Leonards;New South Wales;Australia;4/11/1984;Bachelors;Skilled Manual;1;S;0;2;0;0;53784;6/03/2017;0;50.85;NO
25700;NULL;Faith;B;Coleman;Saint-Denis;Seine Saint Denis;France;18/08/1974;Partial College;Manual;1;S;0;1;0;0;25826;6/03/2017;0;47.53;NO
21746;NULL;Xavier;NULL;Hernandez;Lakewood;California;United States;16/03/1982;High School;Manual;0;M;1;0;1;1;30925;6/03/2017;1;50.48;YES
26560;NULL;Lindsey;NULL;Shen;Newcastle;New South Wales;Australia;4/06/1971;Partial High School;Manual;1;M;1;1;1;2;30288;6/03/2017;0;50.57;NO
16988;NULL;Brian;R;Bailey;Oakland;California;United States;19/04/1985;Bachelors;Manual;0;S;0;0;0;0;34685;6/03/2017;1;48.1;YES
18562;NULL;Mary;P;Wright;Novato;California;United States;16/06/1989;Graduate Degree;Skilled Manual;1;M;0;1;1;1;58213;6/03/2017;1;51.99;YES
14996;NULL;Ross;R;Gill;Berlin;Hamburg;Germany;14/10/1995;Partial College;Management;0;S;0;0;0;0;108342;6/03/2017;1;51.43;YES
26741;NULL;Nichole;J;Pal;Lane Cove;New South Wales;Australia;18/08/1987;Bachelors;Professional;1;M;1;2;1;1;130385;6/03/2017;1;55.52;YES
19490;NULL;Kristina;D;Smith;Paris;Seine (Paris);France;16/11/1984;Partial College;Skilled Manual;1;S;0;2;0;0;58227;6/03/2017;1;50.76;YES
12720;NULL;Nicolas;J;Chande;Suresnes;Hauts de Seine;France;2/11/1994;Partial College;Skilled Manual;0;S;0;1;0;0;52156;6/03/2017;1;47.68;YES
14050;NULL;Manuel;M;Lopez;Cloverdale;South Australia;Australia;16/05/1986;Graduate Degree;Professional;0;S;1;2;0;0;131458;6/03/2017;1;57.1;YES
11926;NULL;Eduardo;NULL;Foster;Oregon City;Oregon;United States;18/03/1998;Partial College;Manual;0;S;0;1;0;0;33510;6/03/2017;0;46.25;NO
28023;NULL;Andrea;D;James;Corvallis;Oregon;United States;15/09/1966;High School;Skilled Manual;1;S;1;1;0;1;56785;6/03/2017;0;51.34;NO
22541;NULL;Stefanie;NULL;Martinez;Paderborn;Hamburg;Germany;26/12/1993;Partial College;Skilled Manual;1;S;0;1;0;0;58201;6/03/2017;0;51.29;NO
23192;NULL;Emily;E;Garcia;Palo Alto;California;United States;8/04/1985;Bachelors;Clerical;1;M;1;2;0;1;82359;7/03/2017;1;49.64;YES
24957;NULL;Anna;A;Howard;Lakewood;California;United States;21/04/1965;Partial High School;Skilled Manual;1;M;1;2;1;2;55654;6/03/2017;1;50.98;YES
11867;NULL;Nathaniel;C;James;National City;California;United States;24/04/1980;High School;Manual;0;M;1;1;1;2;33167;6/03/2017;0;58.85;NO
11929;NULL;Virginia;NULL;Gonzalez;St. Leonards;New South Wales;Australia;12/02/1966;Partial College;Management;1;S;1;3;0;1;107883;6/03/2017;1;52.81;YES
27994;NULL;Jodi;L;Rai;Beaverton;Oregon;United States;4/07/1957;High School;Clerical;1;M;1;1;2;2;80056;7/03/2017;1;53.16;YES
21068;NULL;Lawrence;B;Jimenez;Bury;England;United Kingdom;28/01/1985;Partial High School;Skilled Manual;0;S;0;2;0;0;54577;6/03/2017;1;49.8;YES
26332;NULL;Aaron;W;Mitchell;Lebanon;Oregon;United States;26/09/1986;Bachelors;Manual;0;M;0;0;1;1;36070;6/03/2017;1;59.05;YES
20232;NULL;Franklin;L;Chande;Hobart;Tasmania;Australia;11/05/1984;Bachelors;Skilled Manual;0;M;1;2;1;2;54049;6/03/2017;1;54.19;YES
15029;NULL;Alejandro;W;Ye;Wollongong;New South Wales;Australia;4/06/1999;Partial College;Management;0;S;0;1;0;0;112726;6/03/2017;0;55.8;NO
28907;NULL;Blake;NULL;Jenkins;Runcorn;England;United Kingdom;19/02/1971;Partial College;Manual;0;M;1;1;0;2;29749;6/03/2017;0;48.95;NO
11887;NULL;Joseph;NULL;White;Coronado;California;United States;5/04/1978;Bachelors;Skilled Manual;0;M;1;2;2;2;56820;6/03/2017;1;55.26;YES
16809;NULL;Bailey;A;Sanders;Redwood City;California;United States;24/06/1970;Partial College;Management;1;S;1;3;0;0;102647;6/03/2017;1;51.75;YES
18033;NULL;Evelyn;W;Patel;Solingen;Nordrhein-Westfalen;Germany;20/05/1996;Partial College;Clerical;1;S;0;2;0;0;82258;6/03/2017;1;51.48;YES
27605;NULL;Miguel;NULL;Martinez;Sedro Woolley;Washington;United States;22/01/1977;High School;Skilled Manual;0;M;1;1;2;2;54200;6/03/2017;1;55.34;YES
14106;NULL;Melissa;NULL;Hughes;Oakland;California;United States;13/01/1996;Partial College;Skilled Manual;1;S;0;2;0;0;60908;6/03/2017;1;51.97;YES
29293;NULL;Nuan;NULL;Wu;Hawthorne;Queensland;Australia;2/06/1987;Bachelors;Management;0;S;1;2;0;0;105007;6/03/2017;1;54.5;YES
17669;NULL;Olivia;N;Rivera;Sedro Woolley;Washington;United States;10/10/1976;High School;Manual;1;M;1;0;1;1;32319;6/03/2017;1;48.12;YES
23540;NULL;Bruce;NULL;Lopez;Gold Coast;Queensland;Australia;5/02/1982;Partial College;Skilled Manual;0;S;0;1;0;0;52311;6/03/2017;0;57.27;NO
19710;NULL;Arianna;S;Gonzales;Port Hammond;British Columbia;Canada;7/10/1980;Partial College;Clerical;1;S;1;2;0;0;82851;6/03/2017;0;54.25;NO
21495;NULL;James;NULL;Hughes;Olympia;Washington;United States;2/08/1971;High School;Manual;0;M;1;1;2;2;29111;6/03/2017;0;53.22;NO
14773;NULL;Noah;NULL;Ross;Villeneuve-d'Ascq;Nord;France;27/04/1988;Graduate Degree;Clerical;0;M;1;1;1;1;81985;6/03/2017;1;52.19;YES
29082;NULL;Sabrina;L;Ramos;Wollongong;New South Wales;Australia;22/01/1969;Partial High School;Manual;1;S;1;0;0;0;33954;6/03/2017;0;46.19;NO
14021;NULL;Michelle;NULL;Richardson;Kirkland;Washington;United States;2/11/1995;Partial College;Manual;1;S;0;0;0;0;29016;6/03/2017;0;45.76;NO
23689;NULL;Kayla;D;Hall;West Covina;California;United States;26/02/1967;High School;Manual;1;M;1;0;1;2;33152;6/03/2017;1;50.02;YES
13485;NULL;Thomas;J;Allen;Chula Vista;California;United States;25/10/1957;Graduate Degree;Clerical;0;M;1;1;2;2;80331;6/03/2017;1;53.77;YES
14179;NULL;Claudia;J;Xu;Braunschweig;Nordrhein-Westfalen;Germany;26/04/1966;Bachelors;Clerical;1;S;1;1;1;1;79235;6/03/2017;0;51.62;NO
15084;NULL;Adrienne;NULL;Serrano;Kassel;Hessen;Germany;20/09/1989;Graduate Degree;Manual;1;S;0;1;0;0;35390;6/03/2017;0;50.42;NO
27193;NULL;Daniel;V;Miller;Lincoln Acres;California;United States;18/05/1994;Graduate Degree;Professional;0;S;0;3;0;0;136457;6/03/2017;0;52.17;NO
20423;NULL;Alicia;H;Goel;Wollongong;New South Wales;Australia;10/10/1972;High School;Skilled Manual;1;S;1;1;0;0;53549;6/03/2017;0;53.1;NO
18300;NULL;Diane;L;Ramos;Cloverdale;South Australia;Australia;12/07/1981;Partial College;Clerical;1;M;1;0;1;2;85674;6/03/2017;1;50.64;YES
21781;NULL;Jared;NULL;Rivera;Lynnwood;Washington;United States;22/06/1967;Bachelors;Professional;0;M;1;3;0;2;129242;6/03/2017;1;52.48;YES
28780;NULL;Melissa;L;Griffin;Seattle;Washington;United States;7/01/1976;Partial High School;Skilled Manual;1;M;1;1;2;2;61829;6/03/2017;1;52.85;YES
25162;NULL;Bryan;D;Morris;Torrance;California;United States;11/11/1984;Bachelors;Management;0;S;1;3;0;0;111980;6/03/2017;1;59.52;YES
26829;NULL;Morgan;NULL;Evans;Bottrop;Nordrhein-Westfalen;Germany;23/09/1987;Bachelors;Skilled Manual;1;M;1;0;1;1;54675;7/03/2017;1;52.61;YES
11345;NULL;Robin;NULL;Ramos;Tremblay-en-France;Seine Saint Denis;France;12/03/1977;Partial College;Management;1;S;1;3;0;0;106648;6/03/2017;1;53.81;YES
22539;NULL;Randall;D;Sanz;Woolston;England;United Kingdom;11/03/1993;Partial High School;Skilled Manual;0;S;0;1;0;0;58037;6/03/2017;0;52.65;NO
26226;NULL;Michele;C;Andersen;M?ºnchen;Nordrhein-Westfalen;Germany;22/11/1992;Partial College;Management;1;M;1;2;0;1;106062;6/03/2017;1;51.69;YES
22654;NULL;Orlando;NULL;Romero;Colombes;Hauts de Seine;France;22/09/1985;High School;Manual;0;S;0;1;0;0;28008;6/03/2017;0;56.39;NO
20389;NULL;Lee;NULL;Romero;Ballard;Washington;United States;5/02/1960;Graduate Degree;Clerical;0;M;1;2;0;3;86828;6/03/2017;0;50.62;NO
27716;NULL;Albert;E;Ramos;Lavender Bay;New South Wales;Australia;3/10/1981;Partial College;Skilled Manual;0;S;0;2;0;0;61109;6/03/2017;1;57.61;YES
23670;NULL;Mya;D;Henderson;Salem;Oregon;United States;5/12/1958;Graduate Degree;Manual;1;M;1;1;1;2;35142;6/03/2017;0;47.02;NO
28410;NULL;Cheryl;R;Gill;Bracknell;England;United Kingdom;21/04/1997;High School;Skilled Manual;1;M;0;2;0;0;59673;6/03/2017;0;48.54;NO
21755;NULL;Lucas;R;White;Coronado;California;United States;24/03/1963;Bachelors;Professional;0;M;1;3;1;2;133272;6/03/2017;1;56.63;YES
12254;NULL;Calvin;NULL;Deng;Pantin;Seine Saint Denis;France;26/02/1963;Partial College;Clerical;0;S;1;3;0;1;81957;6/03/2017;0;50.09;NO
17082;NULL;Morgan;W;Smith;Hamburg;Hamburg;Germany;23/05/1994;Partial College;Management;1;S;0;1;0;0;103314;6/03/2017;0;52.78;NO
25122;NULL;Susan;L;Zhao;Bendigo;Victoria;Australia;16/03/1987;Graduate Degree;Management;1;S;1;2;0;0;103546;6/03/2017;1;51.61;YES
25619;NULL;Rafael;C;Raji;Tremblay-en-France;Seine Saint Denis;France;23/03/1988;Bachelors;Skilled Manual;0;M;0;0;1;1;58317;6/03/2017;1;48.05;YES
24940;NULL;Fernando;NULL;Martin;Concord;California;United States;26/06/1960;Bachelors;Skilled Manual;0;M;1;2;0;2;55825;6/03/2017;0;48.53;NO
13117;NULL;Evelyn;NULL;Rodriguez;Sydney;New South Wales;Australia;11/01/1986;Graduate Degree;Manual;1;S;0;1;0;0;36367;6/03/2017;0;48.33;NO
12460;NULL;Dominique;NULL;Malhotra;London;England;United Kingdom;23/11/1988;Bachelors;Management;1;S;0;2;0;0;107852;6/03/2017;1;54.89;YES
13619;NULL;Arturo;NULL;Xu;Rhodes;New South Wales;Australia;11/05/1996;Bachelors;Management;0;M;1;0;0;0;105888;6/03/2017;0;51.31;NO
23455;NULL;Jonathan;R;Perez;Royal Oak;British Columbia;Canada;14/03/1976;Partial High School;Manual;0;S;0;1;0;0;31956;6/03/2017;0;50.51;NO
20986;NULL;Brandi;L;Blanco;Brisbane;Queensland;Australia;27/04/1997;High School;Clerical;1;M;0;0;0;0;83026;6/03/2017;1;50.25;YES
26141;NULL;Jorge;NULL;Zhu;Townsville;Queensland;Australia;27/09/1986;Graduate Degree;Management;0;S;1;2;0;0;110808;6/03/2017;1;56.85;YES
19074;NULL;Colleen;NULL;Shen;Colomiers;Garonne (Haute);France;11/05/1968;Partial High School;Skilled Manual;1;M;1;1;2;2;51566;6/03/2017;1;50.94;YES
23214;NULL;Kaylee;W;James;Lemon Grove;California;United States;21/11/1983;Bachelors;Professional;1;M;1;3;1;2;132962;6/03/2017;1;54.67;YES
11313;NULL;Trevor;NULL;Jenkins;Port Orchard;Washington;United States;27/02/1973;Graduate Degree;Professional;0;S;1;2;0;0;135064;6/03/2017;1;55.61;YES
26113;NULL;Caitlin;L;Rivera;Oak Bay;British Columbia;Canada;13/03/1973;Graduate Degree;Professional;1;S;1;2;0;0;135997;6/03/2017;1;54.2;YES
15865;NULL;Isabel;M;Price;Palo Alto;California;United States;14/04/1991;High School;Skilled Manual;1;S;0;1;0;0;57770;6/03/2017;0;49.68;NO
25060;NULL;Noah;R;Martinez;Coronado;California;United States;17/01/1993;Bachelors;Management;0;S;0;1;0;0;113290;6/03/2017;0;54.55;NO
17902;NULL;Ruth;D;Lopez;Stuttgart;Saarland;Germany;4/03/1962;Partial College;Clerical;1;M;1;1;1;2;81214;6/03/2017;0;54.11;NO
27898;NULL;Trinity;NULL;Bell;Saint Germain en Laye;Yveline;France;8/06/1980;Bachelors;Clerical;1;M;1;2;0;2;80624;6/03/2017;0;49.58;NO
19921;NULL;Cara;L;Cai;M?ºnchen;Hamburg;Germany;5/02/1966;Bachelors;Management;1;S;1;2;0;1;106908;6/03/2017;0;53.03;NO
21186;NULL;Randall;Z;Vazquez;Brisbane;Queensland;Australia;4/02/1985;Bachelors;Skilled Manual;0;S;0;1;0;0;51796;6/03/2017;0;56.24;NO
19129;NULL;Carson;A;Simmons;Los Angeles;California;United States;24/10/1990;Graduate Degree;Clerical;0;M;1;2;1;2;80764;6/03/2017;1;52.27;YES
25626;NULL;Janet;R;Diaz;Gateshead;England;United Kingdom;21/05/1984;Partial High School;Manual;1;M;0;0;0;1;35297;6/03/2017;0;47.28;NO
15009;NULL;Chloe;NULL;Patterson;Redmond;Washington;United States;10/06/1997;Partial College;Clerical;1;S;0;1;0;0;78604;6/03/2017;0;51.54;NO
22070;NULL;Eduardo;J;Brown;Colma;California;United States;2/07/1983;Bachelors;Management;0;M;1;3;0;0;102869;6/03/2017;0;57.71;NO
13303;NULL;Jonathan;NULL;Martinez;Oak Bay;British Columbia;Canada;4/10/1975;High School;Skilled Manual;0;M;1;1;1;2;62293;6/03/2017;1;54.24;YES
27822;NULL;Jerry;L;Lal;York;England;United Kingdom;18/03/1982;Partial College;Manual;0;S;0;1;0;0;34607;6/03/2017;1;48.11;YES
14908;NULL;Morgan;A;Mitchell;Bremerton;Washington;United States;9/07/1976;Partial College;Skilled Manual;1;M;1;2;1;2;53042;6/03/2017;1;50.06;YES
27981;NULL;Aimee;R;Hu;Melton;Victoria;Australia;3/02/1991;Bachelors;Management;1;S;0;1;0;0;106195;6/03/2017;0;55.41;NO
15995;NULL;Kaitlyn;L;Johnson;Downey;California;United States;26/05/1972;Partial College;Management;1;M;1;2;0;2;106360;6/03/2017;1;51.7;YES
23808;NULL;Spencer;NULL;Perry;Lincoln Acres;California;United States;8/05/1978;Partial College;Management;0;M;1;2;1;1;110288;6/03/2017;1;54.03;YES
18679;NULL;Seth;C;Wood;Renton;Washington;United States;26/07/1992;Graduate Degree;Management;0;S;0;1;0;0;112590;6/03/2017;1;52.71;YES
23721;NULL;John;M;Clark;Downey;California;United States;23/07/1969;Partial College;Manual;0;M;1;0;1;2;30844;6/03/2017;1;52.73;YES
21351;NULL;James;NULL;Coleman;Lakewood;California;United States;27/07/1960;Graduate Degree;Management;0;M;1;2;0;3;109611;6/03/2017;0;51;NO
17867;NULL;Stephanie;NULL;Sanchez;Sooke;British Columbia;Canada;6/01/1987;Partial College;Management;1;S;1;2;0;0;111685;6/03/2017;1;52.96;YES
16907;NULL;Sarah;J;Hall;National City;California;United States;21/03/1959;Graduate Degree;Manual;1;S;1;0;1;1;30259;6/03/2017;1;49.14;YES
20288;NULL;Jeremiah;NULL;Edwards;Imperial Beach;California;United States;23/01/1996;Partial College;Clerical;0;S;0;2;0;0;82339;6/03/2017;0;52.62;NO
22874;NULL;Drew;NULL;Anand;Burien;Washington;United States;10/10/1981;High School;Clerical;0;S;1;1;0;0;87633;6/03/2017;1;61.12;YES
20681;NULL;Walter;L;Moreno;Burlingame;California;United States;28/04/1989;Graduate Degree;Clerical;0;S;0;1;0;0;80782;6/03/2017;1;51.66;YES
15370;NULL;Jessica;K;Butler;Lebanon;Oregon;United States;3/07/1976;Partial College;Skilled Manual;1;M;1;1;0;2;57125;6/03/2017;1;48.74;YES
22593;NULL;Thomas;C;Johnson;Villeneuve-d'Ascq;Nord;France;16/09/1980;Bachelors;Skilled Manual;0;S;0;2;0;0;56092;6/03/2017;1;50.33;YES
11884;NULL;Latoya;S;Shen;Ballard;Washington;United States;26/04/1979;Graduate Degree;Professional;1;M;1;2;0;0;131943;6/03/2017;1;52.71;YES
25021;NULL;Edwin;K;Sharma;Coffs Harbour;New South Wales;Australia;4/02/1970;Partial High School;Skilled Manual;0;M;1;2;0;2;52627;6/03/2017;0;50.78;NO
15982;NULL;Jose;NULL;Evans;Beverly Hills;California;United States;22/05/1980;Partial College;Manual;0;M;1;1;0;2;26331;6/03/2017;0;53.52;NO
19088;NULL;Rafael;L;Kumar;Cranbourne;Victoria;Australia;2/11/1994;Bachelors;Manual;0;S;0;1;0;0;27908;6/03/2017;0;48.73;NO
19331;NULL;Jessie;F;Hu;Berlin;Hamburg;Germany;3/09/1985;High School;Skilled Manual;0;S;0;1;0;0;56751;6/03/2017;0;60.78;NO
16587;NULL;Zachary;NULL;Martinez;Solingen;Nordrhein-Westfalen;Germany;11/09/1973;Bachelors;Manual;0;M;1;1;1;2;32619;6/03/2017;1;57.06;YES
11260;NULL;Katelyn;L;Kelly;Burlingame;California;United States;12/04/1985;Bachelors;Management;1;M;1;3;0;0;105983;6/03/2017;0;51.26;NO
18687;NULL;Olivia;C;Smith;Burlingame;California;United States;20/01/1991;Graduate Degree;Professional;1;M;1;1;1;2;128877;6/03/2017;1;52.95;YES
25906;NULL;Crystal;NULL;Zhao;Findon;South Australia;Australia;2/04/1964;High School;Skilled Manual;1;S;1;2;1;1;55000;6/03/2017;1;49.93;YES
22969;NULL;Taylor;E;Martin;Newton;British Columbia;Canada;27/09/1995;High School;Skilled Manual;1;S;0;1;0;0;50910;6/03/2017;0;48.8;NO
29397;NULL;Walter;E;Ramos;Paris;Seine (Paris);France;14/05/1985;Partial College;Skilled Manual;0;M;1;2;1;1;57493;6/03/2017;1;52.42;YES
25702;NULL;Evelyn;E;Lopez;Essen;Hamburg;Germany;14/04/1962;Partial College;Clerical;1;S;1;0;1;1;82095;6/03/2017;1;53.16;YES
12346;NULL;Wesley;NULL;Gao;Silverwater;New South Wales;Australia;22/05/1995;Bachelors;Professional;0;S;0;2;0;0;136001;6/03/2017;0;56.7;NO
18272;NULL;Autumn;E;Lin;Lavender Bay;New South Wales;Australia;17/04/1987;Bachelors;Management;1;M;1;3;0;0;104443;6/03/2017;1;51.04;YES
25159;NULL;Katelyn;C;Cooper;Seattle;Washington;United States;27/07/1984;Partial College;Skilled Manual;1;S;0;1;0;0;59013;6/03/2017;0;49.99;NO
25368;NULL;Blake;NULL;Baker;Seattle;Washington;United States;4/07/1979;Partial College;Skilled Manual;0;S;0;1;0;0;54240;6/03/2017;0;56.33;NO
13369;NULL;Mariah;C;Henderson;Edmonds;Washington;United States;17/08/1967;Bachelors;Management;1;M;1;3;0;2;103150;6/03/2017;1;50.8;YES
18059;NULL;Bailey;E;Gonzalez;Walla Walla;Washington;United States;14/05/1980;Partial College;Management;1;M;1;3;1;2;108823;6/03/2017;1;53.12;YES
12522;NULL;Brandy;NULL;Sanchez;Pantin;Seine Saint Denis;France;7/09/1996;High School;Clerical;1;S;0;2;0;0;77300;6/03/2017;0;53.95;NO
16375;NULL;Gabriella;NULL;Hernandez;Spring Valley;California;United States;23/08/1977;Partial College;Clerical;1;M;1;2;0;1;82308;6/03/2017;1;49.8;YES
17683;NULL;Jenna;NULL;Evans;Lincoln Acres;California;United States;17/01/1978;Graduate Degree;Professional;1;S;1;1;0;0;129719;6/03/2017;0;56.22;NO
14990;NULL;Nelson;J;Ramos;Leipzig;Nordrhein-Westfalen;Germany;26/01/1996;Partial College;Manual;0;S;0;0;0;0;36588;6/03/2017;0;46.38;NO
29201;NULL;Kara;E;Jai;Berkeley;California;United States;18/05/1977;Partial College;Clerical;1;S;1;3;0;0;81053;6/03/2017;0;50.38;NO
15111;NULL;Leah;NULL;Huang;Paris;Seine (Paris);France;9/09/1971;High School;Manual;1;M;1;0;2;2;35160;6/03/2017;1;48.62;YES
25772;NULL;Harold;S;Kapoor;M?ºnchen;Nordrhein-Westfalen;Germany;5/11/1976;High School;Skilled Manual;0;S;1;1;0;0;57655;6/03/2017;0;57.32;NO
